id,date,title,body,category,priority
178,2026-01-03,Richiesta creazione account utente,È necessario creare un nuovo account utente per un collega che inizierà a lavorare nei prossimi giorni,Tecnico,media
179,2026-01-03,Schermata blu durante l’utilizzo del PC,Durante il lavoro il computer mostra una schermata blu e si riavvia automaticamente.,Tecnico,alta
180,2026-01-03,Problemi connessione stampante USB,La stampante collegata via USB non viene riconosciuta correttamente dal computer,Tecnico,media
181,2026-01-03,Cliente non visualizza storico ordini,Un cliente segnala che nel portale commerciale non riesce a visualizzare lo storico dei propri ordini,Commerciale,bassa
182,2026-01-03,Chiarimenti su modalità di pagamento,Avrei bisogno di informazioni sulle modalità di pagamento disponibili per i fornitori nel sistema amministrativo.,Amministrazione,bassa
183,2026-01-03,Applicazione interna si chiude improvvisamente,L’applicazione interna utilizzata quotidianamente si chiude senza messaggi di errore durante l’uso,Tecnico,media
184,2026-01-03,Impossibile creare nuovo preventivo,Nel sistema commerciale non riesco a creare un nuovo preventivo perché la procedura si blocca a metà,Commerciale,alta
185,2026-01-03,Connessione Wi-Fi instabile,"La connessione Wi-Fi si disconnette frequentemente durante la giornata, rendendo difficile lavorare in modo continuativo",Tecnico,media
186,2026-01-03,Anomalia statistiche di vendita,Le statistiche di vendita visualizzate nel portale non sembrano aggiornate e mostrano valori non coerenti con i dati reali,Commerciale,media
187,2026-01-03,Errore generazione nota di credito,Durante la creazione di una nota di credito il sistema amministrativo restituisce un errore e non consente di completare l’operazione,Amministrazione,media
188,2026-01-03,Errore invio conferme d’ordine,Il sistema commerciale non invia automaticamente le email di conferma ordine ai clienti dopo l’inserimento,Tecnico,bassa
189,2026-01-03,Errore invio conferme d’ordine,Il sistema commerciale non invia automaticamente le email di conferma ordine ai clienti dopo l’inserimento,Tecnico,bassa
190,2026-01-03,Errore invio conferme d’ordine,Il sistema commerciale non invia automaticamente le email di conferma ordine ai clienti dopo l’inserimento,Tecnico,bassa
191,2026-01-03,Errore invio conferme d’ordine,Il sistema commerciale non invia automaticamente le email di conferma ordine ai clienti dopo l’inserimento,Commerciale,bassa
192,2026-01-03,Errore invio conferme d’ordine,Il sistema commerciale non invia automaticamente le email di conferma ordine ai clienti dopo l’inserimento,Tecnico,bassa
193,2026-01-03,Blocco applicazione interna su più postazioni,L’applicazione interna utilizzata dal reparto non si avvia correttamente su più postazioni di lavoro,Tecnico,alta
194,2026-01-03,Errore invio conferme d’ordine,Il sistema commerciale non invia automaticamente le email di conferma ordine ai clienti dopo l’inserimento,Tecnico,bassa
195,2026-01-03,Errore invio conferme d’ordine,Il sistema commerciale non invia automaticamente le email di conferma ordine ai clienti dopo l’inserimento,Tecnico,bassa
196,2026-01-03,Modifica centro di costo,È necessario aggiornare il centro di costo associato ad alcune registrazioni contabili già inserite,Amministrazione,bassa
197,2026-01-03,Audio non funzionante durante videoconferenze,Durante le videoconferenze l’audio non funziona correttamente e gli interlocutori non sentono la mia voce.,Tecnico,media
198,2026-01-03,Report vendite non disponibile,Il report vendite settimanale non è disponibile sul portale e non riesco a scaricarlo per l’analisi con il responsabile.,Commerciale,media
199,2026-01-03,Errore invio conferme d’ordine,Il sistema commerciale non invia automaticamente le email di conferma ordine ai clienti dopo l’inserimento,Tecnico,bassa
200,2026-01-03,Blocco applicazione interna su più postazioni,L’applicazione interna utilizzata dal reparto non si avvia correttamente su più postazioni di lavoro,Tecnico,alta
201,2026-01-03,Errore invio conferme d’ordine,Il sistema commerciale non invia automaticamente le email di conferma ordine ai clienti dopo l’inserimento,Tecnico,bassa
202,2026-01-03,lo smartphone non visualizza,Da questa mattina il mio smartphone non visualizza più e ha lo schermo nero,Tecnico,alta
203,2026-01-03,lo smartphone non visualizza,Da questa mattina il mio smartphone non visualizza più e ha lo schermo nero,Tecnico,alta
204,2026-01-03,Errore invio conferme d’ordine,Il sistema commerciale non invia automaticamente le email di conferma ordine ai clienti dopo l’inserimento,Tecnico,bassa
205,2026-01-03,Schermata blu durante l’utilizzo del PC,Durante il lavoro il computer mostra una schermata blu e si riavvia automaticamente.,Tecnico,alta
206,2026-01-03,Schermata blu durante l’utilizzo del PC,Durante il lavoro il computer mostra una schermata blu e si riavvia automaticamente.,Tecnico,alta
207,2026-01-03,Problemi accesso area vendite,Accedendo all’area vendite del portale alcune sezioni non si aprono correttamente.,Commerciale,media
208,2026-01-03,Ordini non sincronizzati nel portale,Gli ordini inseriti nel sistema commerciale non risultano sincronizzati con il portale clienti,Commerciale,bassa
209,2026-01-03,Ordini non sincronizzati nel portale,Gli ordini inseriti nel sistema commerciale non risultano sincronizzati con il portale clienti.,Commerciale,bassa
210,2026-01-03,Ordini non sincronizzati nel portale,Gli ordini inseriti nel sistema commerciale non risultano sincronizzati con il portale clienti,Commerciale,bassa
211,2026-01-04,Stampante stampa caratteri errati,I documenti stampati presentano caratteri errati e simboli al posto del testo corretto,Tecnico,media
212,2026-01-04,Problemi con cuffie audio,Le cuffie collegate al PC non funzionano correttamente e l’audio risulta intermittente durante le chiamate,Tecnico,media
213,2026-01-04,Problemi con cuffie audio,Le cuffie collegate al PC non funzionano correttamente e l’audio risulta intermittente durante le chiamate,Tecnico,media
214,2026-01-04,PC si spegne improvvisamente,"Il computer si spegne senza preavviso durante l’utilizzo, causando la perdita del lavoro non salvat",Tecnico,alta
215,2026-01-04,errore invio conferma ordine,il sistema commerciale non invia automaticamente le email di conferma ordine ai clienti dopo l'inserimento,Tecnico,bassa
216,2026-01-04,errore invio conferma ordine,il sistema commerciale non invia automaticamente le email di conferma ordine ai clienti dopo l'inserimento,Commerciale,alta
217,2026-01-04,VPN non funzionate,Questa mattina non si collega la VPN e non riesco ad accedere al servizio,Tecnico,media
218,2026-01-04,VPN non funzionante,"Questa mattina a tutto il reparto non funziona la VPN, richiesto vostro intervento",Tecnico,alta
219,2026-01-04,Server interno lento,Il server interno risulta molto lento nel rispondere alle richieste e l’accesso alle applicazioni è rallentato per tutti gli utenti.,Tecnico,media
220,2026-01-04,Accesso negato a funzionalità CRM,"Accedendo al CRM non riesco a utilizzare alcune funzionalità che prima erano disponibili, come la modifica delle offerte.",Commerciale,media
221,2026-01-04,Cartella di rete non accessibile,La cartella di rete condivisa del reparto non è più accessibile e viene mostrato un messaggio di errore di percorso non trovato,Tecnico,alta
222,2026-01-04,richiesta acquisto cartucce,Si richiede l'acquisto di n.10 cartucce colore nero per stampante ,Tecnico,media
223,2026-01-05,Non riesco ad accedere al sistema,"Da questa mattina provo ad accedere al sistema ma mi dice che le credenziali non sono valide, anche se sono sicuro siano corrette.",Tecnico,bassa
224,2026-01-05,Problemi con la stampa,"Sto cercando di stampare alcuni documenti ma non succede nulla, il lavoro resta in attesa e non parte la stampa.",Tecnico,media
225,2026-01-05,Il computer è diventato molto lento,"Negli ultimi giorni il PC è molto lento sia all’avvio che durante l’utilizzo dei programmi, prima non succedeva.",Tecnico,media
226,2026-01-05,Non vedo più un documento inserito,"Avevo inserito un documento ieri ma oggi non riesco più a trovarlo nel sistema, non so se è stato salvato correttamente.",Tecnico,bassa
227,2026-01-05,Errore durante il salvataggio,Quando provo a salvare i dati compare un messaggio di errore e devo rifare tutto da capo,Tecnico,media
228,2026-01-05,Problemi nel salvare una fattura,Quando provo a salvare una fattura il sistema si blocca e non completa l’operazione,Amministrazione,bassa
229,2026-01-05,Offerta cliente non visibile,Ho inserito un’offerta ieri ma oggi non la vedo più nella scheda del cliente.,Commerciale,bassa
230,2026-01-05,Non riesco ad accedere al CRM,Provo ad entrare nel CRM ma mi compare un messaggio di errore e non mi fa andare avanti.,Commerciale,media
231,2026-01-05,Dati di pagamento non aggiornati,Nel sistema risultano ancora dei pagamenti non aggiornati anche se sono stati registrati giorni fa,Amministrazione,bassa
232,2026-01-05,Connessione internet instabile,La connessione va e viene durante la giornata e spesso devo riconnettermi per continuare a lavorare.,Tecnico,media
233,2026-01-05,stampante non online,Il mio sistema dice che la stampante di rete non è online e non riesco a stampare,Tecnico,media
234,2026-01-05,stampante non online,Il mio sistema dice che la stampante di rete non è online e non riesco a stampare,Tecnico,media
235,2026-01-05,stampante non online,Il mio sistema dice che la stampante di rete non è online e non riesco a stampare,Tecnico,media
236,2026-01-05,stampante non online,Il mio sistema dice che la stampante di rete non è online e non riesco a stampare,Tecnico,media
237,2026-01-06,Email ordine bloccate,Email di conferma ordine non partono,Commerciale,alta
238,2026-01-08,errore,dopo l'apertura viene segnalato errore e non invio le fatture,Amministrazione,media
239,2026-01-08,Outlook non sincronizza la posta,Outlook su Windows 11 non scarica più le nuove email da questa mattina. Da webmail funziona regolarmente,Tecnico,media
240,2026-01-08,Stampante di rete non disponibile,La stampante del laboratorio A risulta “offline” anche se è accesa. Il problema riguarda più postazioni,Tecnico,alta
241,2026-01-08,Il PC si blocca,Ogni tanto il computer si blocca e devo riavviare. Succede soprattutto quando lavoro con più finestre aperte.,Tecnico,alta
242,2026-01-08,I numeri non tornano,Nel report vendite di questo mese ci sono dati che non coincidono con quelli del mese scorso.,Commerciale,media
243,2026-01-08,Accesso software contabilità,Non riesco ad accedere al software di contabilità: il programma si apre ma non permette il login,Tecnico,media
244,2026-01-08,Problema urgente con i documenti,Non trovo più dei documenti importanti e ho una scadenza oggi,Tecnico,alta
245,2026-01-11,fattura non inviat,"Il sistema dopo che ho caricato la fattura del mese di Gennaio, non consente l'invio, potete fare una verifica?",Amministrazione,bassa
246,2026-01-11,fattura non inviat,"Il sistema dopo che ho caricato la fattura del mese di Gennaio, non consente l'invio, potete fare una verifica?",Amministrazione,bassa
247,2026-01-11,Errore nella chiusura contabile mensile,"dopo aver completato la contabilità mensile ed effettuo la chiusura, si genera un errore e non posso chiudere la contabilità",Amministrazione,bassa
248,2026-01-15,errore invio ordine,il sistema commerciale non invia automaticamente le email di conferma ordine ai clienti dopo l'inserimento,Commerciale,alta
249,2026-01-15,notebook tastiera,la tastiera del mio notebook non funziona,Tecnico,media
250,2026-01-15,Fattura non inviata,"Il Sistema dopo che ho caricato la fattura del mese, non consente l'invio",Amministrazione,bassa
251,2026-01-15,Non funziona più come prima,"Buongiorno,
da stamattina il computer fa cose strane e non riesco a lavorare correttamente.
Ieri funzionava tutto, oggi no.
Ho provato a riavviare ma il problema rimane.
Potete verificare per favore? È abbastanza urgente.",Tecnico,alta
252,2026-01-16,Wifi non raggiungibile in Ufficio,Questa mattina non riesco a collegarmi alla Wifi dal mio Ufficio,Tecnico,media
253,2026-01-18,mancata fattura mese Dicembre,"Buongiorno, sul portale amministrazione manca la fattura del mese di Dicembre, potete verificare?",Amministrazione,bassa
254,2026-01-18,listino prezzi non aggiornato,"Ho notato che il listino prezzi non è aggiornato, potete caricare l'ultima versione?",Commerciale,bassa
255,2026-01-18,WiFi assente,"Questa mattina le rete WiFi non è presente e non possiamo collegarci ad internet, richiediamo il vostro intervento",Tecnico,media
256,2026-01-18,Schermate blu,Da questa mattina il mio PC mostra schermate blu di errore e non posso lavorare,Tecnico,media
257,2026-01-18,schermate blu,Da questa mattina il mio pc visualizza delle schermate blu di errore e non posso lavorare,Tecnico,media
258,2026-01-18,schermate blu,Da questa mattina il mio pc visualizza delle schermate blu di errore e non posso lavorare,Tecnico,alta
259,2026-01-18,VPN out,Non riesco a collegarmi alla VPN e non posso accedere ai servizi,Tecnico,media
260,2026-01-18,Schermate blu,Da questa mattina il mio pc visualizza delle schermate blu di errore e non posso lavorare,Tecnico,alta
261,2026-01-18,smartphone non si accende,da questa mattina lo smartphone non si accende e lo schermo resta nero,Tecnico,alta
262,2026-01-18,Schermate blu,Da questa mattina il mio pc visualizza delle schermate blu di errore e non posso lavorare,Tecnico,alta
263,2026-01-18,Wifi stanza 12 out,"Nella mia stanza il WiFi non è funzionante, non si connette",Tecnico,media
264,2026-01-18,Nota spese da correggere,"La nota spese del mese di Dicembre contiene degli errori, deve essere modificata, come posso fare?",Amministrazione,bassa
265,2026-01-22,tastiera notebook non funzionante,"Da questa mattina la mia tastiera del notebook non funziona più, ho anche riavviato il sistema ma non funziona",Tecnico,alta
266,2026-01-24,nota spese non aggiornata,ad oggi la mia nota spese non è stata ancora aggioranta,Amministrazione,bassa
267,2026-01-26,Notebook da schermate blu,Questa mattina il mio notebook non si avvia e fa solo schermate blu,Tecnico,alta
268,2026-01-28,Promozioni listino,Non riusciamo a inserire le promozioni sul sistema e non è possibile aggiornare il listino prezzi ,Commerciale,bassa
269,2026-01-29,Richiesta supporto tecnico,Ho bisogno di assistenza,Amministrazione,bassa
270,2026-01-29,Richiesta supporto tecnico,Ho bisogno di assistenza,Tecnico,media
271,2026-01-29,Richiesta supporto tecnico,Richiesta supporto tecnico,Tecnico,bassa
272,2026-01-29,problema sul contratto,Dubbi sul contratto con il fornitore,Tecnico,media
273,2026-01-30,problema sul contratto,Dubbi sul contratto con il fornitore,Amministrazione,bassa
274,2026-01-31,Schermate blu ,"Buongiorno, dopo un po' che lavoro con il mio laptop il sistema si blocca e visualizza una schermata blue si riavvia da solo, potete intervenire?",Tecnico,alta
275,2026-02-03,portale vendite non accessibile,Il portale vendite risulta non accessibile da questa mattina,Commerciale,alta
276,2026-02-05,impossibile collegarsi alla VPN,Non riusciamo a collegarci alla VPN da questa mattina,Tecnico,media
277,2026-02-06,Ritardo consegna,Il prodotto o servizio non Š stato consegnato nei tempi previsti,Tecnico,media
278,2026-02-06,Ritardo consegna,Il prodotto o servizio non Š stato consegnato nei tempi previsti,Commerciale,media
279,2026-02-07,La postazione non si avvia,"All'accensione, il PC non parte: ventole ferme, nessuna luce",Tecnico,media
280,2026-02-08,caricamento articoli a sistema,Questa mattina non è possibile caricare gli articoli sul gestionale,Tecnico,media
281,2026-02-10,router non si collega,"il router 5G portatile non si collega a internet, visualizza una x rossa sul display",Tecnico,media
282,2026-02-12,postazione di lavoro non si avvia,"All'accensione il pc non parte le ventole sono ferme e nessuna luce è accesa
",Tecnico,media
283,2026-02-19,Antivirus scaduto,"Buongiorno, come posso riattivare l'antivirus scaduto sul mio PC? ",Tecnico,alta
284,2026-02-19,portale vendite non accessibile,"Questa mattina il portale vendita non è accessibile, non visualizza niente e in alto alla pagina visualizza un codice di errore, potete verificare?",Commerciale,alta
285,2026-02-19,Onedrive non sincronizzata,"Buongiorno, da questa mattina il mio onedrive non è più sincronizzato, vedo una x rossa in basso sopra il logo di onedrive, potete intervenire?",Tecnico,bassa
286,2026-02-19,fattura portale,non riusciamo a scaricare la fattura dal portale e ci serve per questa mattina,Amministrazione,bassa
287,2026-02-19,listini prezzi,"Ciao, il listino prezzi non risulta aggiornato vedo ancora le vecchie offerte, si richiede aggiornamento",Commerciale,bassa
288,2026-02-20,Bsod,Questa mattina il mio sistema visualizza le classiche schermate blu,Tecnico,alta
289,2026-02-20,pagamenti fornitore falliti,"Carissimi ,questa mattina ho provato a fare i pagamenti sul portale ma sono andati falliti
",Amministrazione,media
290,2026-02-21,problemi con OneDrive,Da ieri le cartelle su Onedrive non si sincronizzano più e non posso vedere i file aggiornati modificati,Tecnico,bassa
291,2026-02-24,Nota spese inserita a Gennaio,"Gentilissimi, non riesco a recuperare le informazioni della nota spese inserita a gennaio per la missione ""Greentach"", potete aiutarmi a recuperarla?",Amministrazione,bassa
292,2026-03-10,Richiesta formazione software,Il nostro team avrebbe bisogno di una breve formazione sull'uso del software,Tecnico,alta
293,2026-03-10,Richiesta formazione software,Il nostro team avrebbe bisogno di una breve formazione sull'uso del software,Tecnico,alta
294,2026-03-10,Richiesta formazione software,Il nostro team avrebbe bisogno di una breve formazione sull'uso del software,Tecnico,alta
